% Model,optical_fiber.mph
% Version,COMSOL 6.3.0.335
% Date,"Oct 14 2025, 10:11"
% Table,Accumulated Table - 
% wv0 (m),D_core (m),Effective_mode_index (1),"Frequency (Hz), Frequency","Initialization of wavelength (m), Wavelength","Silica RI (1), Silica RI",Effective modal area,Nonlinear coefficient
7.88888888888889E-7,1.0E-6,1.2039842883530067-4.314881569409165E-10i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,6.960923704155746E-13,0.2974887202257041
7.88888888888889E-7,1.0E-6,1.238176331778589+2.0067028108293702E-16i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,6.99906896083272E-13,0.29586739263841827
7.88888888888889E-7,1.0E-6,1.3594425930241865,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,5.362887581872641E-13,0.3861345688724971
7.88888888888889E-7,1.0E-6,1.3594439168822379,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,5.362832420884196E-13,0.3861385405730501
7.88888888888889E-7,2.0E-6,1.3841002460401512-6.5391667258677315E-12i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,2.43563825886657E-12,0.08502068305092689
7.88888888888889E-7,2.0E-6,1.388764187699451+8.799521272464248E-16i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,2.4881454708013737E-12,0.08322649574307668
7.88888888888889E-7,2.0E-6,1.4266385270289763,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.7981645807847213E-12,0.11516166576000304
7.88888888888889E-7,2.0E-6,1.426642196723982,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.7983277424211184E-12,0.11515121718303213
7.88888888888889E-7,3.0E-6,1.4214185609181145-5.739876998470859E-15i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,5.150789548945118E-12,0.04020347297555886
7.88888888888889E-7,3.0E-6,1.4227658040635196,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,5.26204712822387E-12,0.03935343477315128
7.88888888888889E-7,3.0E-6,1.440978612536117,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,3.80096530417117E-12,0.054480799444961356
7.88888888888889E-7,3.0E-6,1.4409799013499802,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,3.80127043460681E-12,0.054476426235963306
7.88888888888889E-7,4.0E-6,1.4350546991283226+4.579275681926053E-11i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,8.862286172413524E-12,0.02336638925951211
7.88888888888889E-7,4.0E-6,1.4355772268527782-2.405862780381908E-14i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,9.016467784098335E-12,0.022966823970581564
7.88888888888889E-7,4.0E-6,1.4462779055814217,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,6.547573573095029E-12,0.03162692654340344
7.88888888888889E-7,4.0E-6,1.446281970929197,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,6.550953774654943E-12,0.03161060748665007
7.88888888888889E-7,4.9999999999999996E-6,1.4415357042875296-2.6775378839693617E-11i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.3582844749001479E-11,0.015245674397407007
7.88888888888889E-7,4.9999999999999996E-6,1.4417799631281494+1.2047320325974506E-12i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.37759560096142E-11,0.015031960634113944
7.88888888888889E-7,4.9999999999999996E-6,1.448809443372469,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.0040952963700246E-11,0.02062350348442366
7.88888888888889E-7,4.9999999999999996E-6,1.448812094553368,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.0046216101610015E-11,0.02061269898430906
7.88888888888889E-7,5.999999999999999E-6,1.4451096402104129+5.146927142203425E-13i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.932014268574997E-11,0.010718328109788886
7.88888888888889E-7,5.999999999999999E-6,1.4452284727522158+1.8771383905680867E-14i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.9502989206052808E-11,0.010617840488243633
7.88888888888889E-7,5.999999999999999E-6,1.45021110936132,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.4281512017368189E-11,0.01449983924545035
7.88888888888889E-7,5.999999999999999E-6,1.4502117684329157,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,1.4283933230443548E-11,0.014497381434999594
7.88888888888889E-7,7.0E-6,1.447296561989968+3.3223104488120415E-11i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,2.6051981141272276E-11,0.007948709440210085
7.88888888888889E-7,7.0E-6,1.447360838646395+1.4677458861657223E-14i,3.800186087323943E14,7.88888888888889E-7,1.4535127183711656,2.6249736853947656E-11,0.007888826832283603
